model,term,coefficient,standard_error,p_value,ci_lower,ci_upper
transactions,C(hour_of_week)[T.133],0.19745822540019925,0.03362140365935794,1.176966271643861e-05,0.12708781879819153,0.26782863200220697
transactions,C(hour_of_week)[T.134],0.24794582087306127,0.036246593156381166,1.5785382192669014e-06,0.1720808295064039,0.32381081223971864
transactions,C(hour_of_week)[T.135],0.22634401093216766,0.03415429895729164,2.432865043363039e-06,0.15485824165310363,0.2978297802112317
transactions,C(hour_of_week)[T.136],0.20676579276983298,0.03285767849189889,4.849572548574662e-06,0.1379938813142741,0.27553770422539187
transactions,C(hour_of_week)[T.137],0.20946463540262644,0.03499167770998634,9.24770237160279e-06,0.13622621225152198,0.2827030585537309
transactions,C(hour_of_week)[T.138],0.13095109846642472,0.05479131242235412,0.027368155206488033,0.016271563593836774,0.24563063333901267
transactions,C(hour_of_week)[T.139],0.09041301559253412,0.06195667561976096,0.16082011182703757,-0.03926379681079839,0.22008982799586663
transactions,C(hour_of_week)[T.140],0.11181583189911287,0.028166344037320858,0.0008208426144072782,0.05286299630426028,0.17076866749396546
transactions,C(hour_of_week)[T.141],-0.0009516117287760584,0.058121508979976075,0.9871076890794639,-0.12260132810237451,0.12069810464482239
transactions,C(hour_of_week)[T.142],-0.03738065757578879,0.05407463081329074,0.49775040524823866,-0.15056016060125504,0.07579884544967745
transactions,C(hour_of_week)[T.143],-0.022769905289227788,0.06496047468857272,0.7298051145178327,-0.15873374139819257,0.113193930819737
transactions,C(hour_of_week)[T.144],-0.06967992697973267,0.0463648687991026,0.1493144728974493,-0.16672271265573968,0.027362858696274348
transactions,C(hour_of_week)[T.145],-0.19516420243225197,0.09697383069982743,0.058555855067113256,-0.39813276273510967,0.007804357870605766
transactions,C(hour_of_week)[T.146],-0.2595742843463982,0.10051168855142593,0.018252511949151298,-0.46994766623372886,-0.04920090245906747
transactions,C(hour_of_week)[T.147],-0.24186187304328916,0.059480195718456565,0.0006585849957001889,-0.36635535344293285,-0.11736839264364547
transactions,C(hour_of_week)[T.148],-0.1836986185710579,0.0542297253957983,0.0030911940873435935,-0.2972027382884209,-0.07019449885369491
